ID,FORM,SEGM,XPOSTAG
o.4.1,mu,mu[year],N
o.4.2,5(disz)-kam,5(disz)[one]-ak-am[-ak][-ø],NU.GEN.COP-3-SG.GEN.ABS
r.1.1,i3-gal2,i[-ni]-gal[be][-ø],FIN.L1.V.3-SG-S
r.2.1,mu,mu[year],N
r.2.2,ki-masz{ki},Kimasz[1][-ø],SN.ABS
r.2.3,ba-hul-ta,ba-hulu[destroy][-ø]-ta,MID.V.3-SG-S.ABL
r.3.1,mu,mu[year],N
r.3.2,{d}amar-{d}suen,Amarsuen[1],RN
r.3.3,lugal,lugal[king][-e],N.ERG
r.3.4,ur-bi2-lum{ki},Urbilum[1][-ø],SN.ABS
r.3.5,mu-hul-sze3,mu[-n]-hulu[destroy][-ø]-sze,VEN.3-SG-H-A.V.3-SG-P.TERM
o.1.1,pisan,bisag[basket],N
o.1.2,dub-ba,[dub-ba],dub[tablet]-ak
o.2.1,nig2-ka9-ak,nigSZID[account][-ak],N.GEN
o.3.1,i-din-er3-ra,Idinerra[1],PN
o.4.1,iti,iti[month],N
o.4.2,sze-sag11-ku5-ta,Szesagku[1]-ta,MN.ABL
o.5.1,iti,iti[month],N
o.5.2,ezem-{d}me-ki-gal2-sze3,Ezemmekigal[1]-sze,MN.TERM
o.6.1,iti,iti[month],N
o.6.2,1(u),1(u)[ten],NU
o.6.3,2(disz)-kam,2(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.1.1,mu,mu[year],N
r.1.2,{d}szu-{d}suen,Szusuen[1],RN
r.1.3,lugal,lugal[king],N
r.1.4,uri5{ki}-ma-ke4,Urim[1]-ak-e,SN.GEN.ERG
r.1.5,ma-da,mada[land],N
r.1.6,za-ab-sza-li{ki},Zabszali[1][-ak][-ø],SN.GEN.ABS
r.1.7,mu-hul,mu[-n]-hulu[destroy][-ø],VEN.3-SG-H-A.V.3-SG-P
r.3.1,i3-gal2,i[-ni]-gal[be][-ø],FIN.L1.V.3-SG-S
o.1.1,5(disz),5(disz)[one],NU
o.1.2,ansze,ansze[donkey],N
o.1.3,hi-a,hi[mix]-a[-ø],NF.V.PT.ABS
o.2.1,ki,ki[place],N
o.2.2,lu2-hu-rim3{ki}-ta,Luhurim[1][-ak]-ta,PN.GEN.ABL
o.3.1,lu2-na,Luna[1][-e],PN.ERG
o.4.1,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.1.1,iti,iti[month],N
r.1.2,ezem-{d}li9-si4-na,Ezemlisina[1][-'a],MN.L1
r.2.1,mu,mu[year],N
r.2.2,en,en[priest],N
r.2.3,{d}inanna,Inanna[1][-ak][-ø],DN.GEN.ABS
r.2.4,masz-e,masz[goat]-e,N.L3-NH
r.2.5,i3-pa3,i-pad[find][-ø],FIN.V.3-SG-S
o.1.1,5(disz),5(disz)[one],NU
o.1.2,gu4,gud[ox],N
o.2.1,5(disz),5(disz)[one],NU
o.2.2,gu4,gud[ox],N
o.2.3,mu,mu[year],N
o.2.4,2(disz),2(disz)[one][-ak],NU.GEN
o.3.1,1(u),1(u)[ten],NU
o.3.2,ab2,ab[cow][-ø],N.ABS
o.4.1,giri3,giri[foot],N
o.4.2,da-ga-mu,Dagamu[1][-ak],PN.GEN
o.5.1,1(gesz2),1(gesz)[sixty],NU
o.5.2,3(u),3(u)[ten],NU
o.5.3,1(disz),1(disz)[one],NU
o.5.4,udu,udu[sheep],N
o.5.5,ge6,giggi[black][-ø],NF.V.ABS
o.5.6,szimaszgi,szimaszgi[sheep_designation],N
o.6.1,2(gesz2),2(gesz)[sixty],NU
o.6.2,1(u),1(u)[ten],NU
o.6.3,u8,u[ewe],N
o.6.4,ge6,giggi[black][-ø],NF.V.ABS
o.6.5,szimaszgi,szimaszigi[sheep_designation][-ø],N.ABS
o.7.1,giri3,giri[foot],N
o.7.2,ARAD2-dam,Aradam[1][-ak],PN.GEN
o.8.1,4(u),4(u)[ten],NU
o.8.2,8(disz),8(disz)[one],NU
o.8.3,u8,u[ewe],N
o.8.4,szimaszgi,szimaszgi[sheep_designation],N
o.9.1,5(u),5(u)[ten],NU
o.9.2,kir11,kir[female_lamb],N
o.9.3,szimaszgi,szimaszgi[sheep_designation],N
o.10.1,2(u),2(u)[ten],NU
o.10.2,udu,udu[sheep],N
o.10.3,szimaszgi,szimaszgi[sheep_designation],N
o.11.1,2(u),2(u)[ten],NU
o.11.2,sila4,sila[lamb],N
o.11.3,szimaszgi,szimaszgi[sheep_designation],N
o.12.1,2(disz),2(disz)[one],NU
o.12.2,sila4,sila[lamb],N
o.12.3,ga,ga[suckling],N
o.12.4,szimaszgi,szimaszgi[sheep_designation],N
o.13.1,1(u),1(u)[ten],NU
o.13.2,ud5,uzud[goat],N
o.13.3,szimaszgi,szimaszigi[sheep_designation][-ø],N.ABS
o.14.1,giri3,giri[foot],N
o.14.2,ur-{d}en-lil2-la2,Urenlilak[1][-ak],PN.GEN
o.15.1,5(u),5(u)[ten],NU
o.15.2,u8,u[ewe],N
o.15.3,szimaszgi,szimaszgi[sheep_designation],N
o.16.1,3(u),3(u)[ten],NU
o.16.2,kir11,kir[female_lamb],N
o.16.3,szimaszgi,szimaszgi[sheep_designation],N
o.17.1,4(u),4(u)[ten],NU
o.17.2,udu,udu[sheep],N
o.17.3,szimaszgi,szimaszgi[sheep_designation],N
r.1.1,2(u),2(u)[ten],NU
r.1.2,sila4,sila[lamb],N
r.1.3,szimaszgi,szimaszgi[sheep_designation],N
r.2.1,1(u),1(u)[ten],NU
r.2.2,ud5,uzud[goat],N
r.2.3,szimaszgi,szimaszigi[sheep_designation][-ø],N.ABS
r.3.1,giri3,giri[foot],N
r.3.2,szesz-szesz,Szeszszesz[1][-ak],PN.GEN
r.4.1,5(u),5(u)[ten],NU
r.4.2,u8,u[ewe],N
r.4.3,szimaszgi,szimaszgi[sheep_designation],N
r.5.1,3(u),3(u)[ten],NU
r.5.2,1(disz),1(disz)[one],NU
r.5.3,kir11,kir[female_lamb],N
r.5.4,szimaszgi,szimaszgi[sheep_designation],N
r.6.1,4(u),4(u)[ten],NU
r.6.2,la2,la[hang][-ø],NF.V.ABS
r.6.3,1(disz),1(disz)[one],NU
r.6.4,udu,udu[sheep],N
r.6.5,szimaszgi,szimaszgi[sheep_designation],N
r.7.1,2(u),2(u)[ten],NU
r.7.2,sila4,sila[lamb],N
r.7.3,szimaszgi,szimaszgi[sheep_designation],N
r.8.1,1(u),1(u)[ten],NU
r.8.2,ud5,uzud[goat],N
r.8.3,szimaszgi,szimaszigi[sheep_designation][-ø],N.ABS
r.9.1,giri3,giri[foot],N
r.9.2,ma-da-a,Madaya[1][-ak],PN.GEN
r.10.1,1(gesz2),1(gesz)[sixty],NU
r.10.2,2(u),2(u)[ten],NU
r.10.3,1(disz),1(disz)[one],NU
r.10.4,u8,u[ewe],N
r.10.5,szimaszgi,szimaszigi[sheep_designation][-ø],N.ABS
r.11.1,giri3,giri[foot],N
r.11.2,ma-da-da,Madaya[1][-ak],PN.GEN
r.12.1,ki,ki[place],N
r.12.2,ab-ba-sa6-ga-ta,Abbasaga[1][-ak]-ta,PN.GEN.ABL
r.13.1,szu-er3-ra,Szu'era[1][-e],PN.ERG
r.13.2,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.14.1,iti,iti[month],N
r.14.2,a2-ki-ti,Akiti[1][-'a],MN.L1
r.15.1,mu,mu[year],N
r.15.2,en-unu6-gal,Enunugal[1],PN
r.15.3,{d}inanna,Inanna[1],DN
r.15.4,unu{ki},Unug[1][-ak][-ak][-ø],SN.GEN.GEN.ABS
r.15.5,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
l.1.1,2(u),2(u)[ten],NU
l.1.2,gu4,gud[ox],N
l.1.3,1(gesz'u),1(gesz'u)[six_hundred],NU
l.1.4,2(gesz2),2(gesz)[sixty],NU
l.1.5,3(u),3(u)[ten],NU
l.1.6,2(disz),2(disz)[one],NU
l.1.7,udu,udu[sheep],N
o.1.1,la2-ia3,la'u[arrears],N
o.1.2,5(disz),5(disz)[one],NU
o.1.3,1/2(disz),1/2(disz)[one],NU
o.1.4,sila3,sila[unit],N
o.1.5,i3-nun,inun[ghee],N
o.2.1,5(ban2),5(ban)[unit],N
o.2.2,7(disz),7(disz)[one],NU
o.2.3,2/3(disz),2/3(disz)[one],NU
o.2.4,sila3,sila[unit],N
o.2.5,5(disz),5(disz)[one],NU
o.2.6,gin2,gig[unit],N
o.2.7,ga-ar3,ga'ar[cheese],N
o.3.1,4(u),4(u)[ten],NU
o.3.2,6(disz),6(disz)[one],NU
o.3.3,ma-na,mana[unit],N
o.3.4,siki-ud5,siki'ud[goat_wool],N
o.4.1,giri3,giri[foot],N
o.4.2,...,_[1][-ak],PN.GEN
r.1.1,la2-ia3,la'u[arrears],N
r.1.2,ka-ga,kag[mouth]-'a,N.L1
r.1.3,gi-na,gina[dues],N
r.1.4,lugal-hi-li,Lugalhili[1],PN
r.1.5,su-su-dam,sug-sug[repay]-ed[-ø]-am,NF.V.RDP.F.ABS.COP-3-SG
r.2.1,mu,mu[year],N
r.2.2,ma2,ma[ship],N
r.2.3,{d}en-ki,Enki[1][-ak][-ø],DN.GEN.ABS
r.2.4,ba-ab-du8,ba-b-du[caulk][-ø],MID.3-SG-NH-L3.V.3-SG-S
s1.1.1,lugal-hi-li,Lugalhili[1],PN
s1.2.1,dumu,dumu[child],N
s1.2.2,ur-a-ba-...,_[1][-ak],PN.GEN
o.1.1,2(disz),2(disz)[one],NU
o.1.2,ab2-mah2,abmah[mature_cow],N
o.2.1,2(disz),2(disz)[one],NU
o.2.2,gu4,gud[ox],N
o.2.3,ga,ga[suckling],N
o.3.1,1(disz),1(disz)[one],NU
o.3.2,gu4-gesz,gudgesz[draught_ox],N
o.4.1,3(u),3(u)[ten],NU
o.4.2,1(disz),1(disz)[one],NU
o.4.3,udu,udu[sheep],N
o.4.4,bar-su-ga,barsuga[without_fleece][-ø],NF.V.ABS
o.5.1,4(disz),4(disz)[one],NU
o.5.2,masz2,masz[goat],N
o.6.1,en,en[priest],N
o.6.2,{d}inanna,Inanna[1][-ak],DN.GEN
o.6.3,szu-e-ne,Szu'ene[1][-ra],PN.DAT-H
r.1.1,ki,ki[place],N
r.1.2,kas4-ta,Kas[1][-ak]-ta,PN.GEN.ABL
r.2.1,kiszib3,kiszib[seal],N
r.2.2,lu2-kal-la,Lukala[1][-ak],PN.GEN
r.3.1,mu,mu[year],N
r.3.2,en-mah-ga-an-na,Enmahganna[1][-ø],SN.ABS
r.3.3,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
o.1.1,3(disz),3(disz)[one],NU
o.1.2,sila3,sila[unit],N
o.1.3,kasz,kasz[beer],N
o.1.4,2(disz),2(disz)[one],NU
o.1.5,sila3,sila[unit],N
o.1.6,ninda,ninda[bread],N
o.2.1,2(disz),2(disz)[one],NU
o.2.2,gin2,gig[unit],N
o.2.3,i3,i[oil],N
o.2.4,2(disz),2(disz)[one],NU
o.2.5,gin2,gig[unit],N
o.2.6,naga,naga[potash],N
o.3.1,1(disz),1(disz)[one],NU
o.3.2,sa,sa[bundle],N
o.3.3,szum2,szum[garlic],N
o.4.1,hu-x,[1].[-ra],PN.DAT-H
o.4.2,gaba-ta,gaba[frontier]-ta,N.ABL
o.5.1,3(disz),3(disz)[one],NU
o.5.2,sila3,sila[unit],N
o.5.3,kasz,kasz[beer],N
o.5.4,2(disz),2(disz)[one],NU
o.5.5,sila3,sila[unit],N
o.5.6,ninda,ninda[bread],N
o.6.1,2(disz),2(disz)[one],NU
o.6.2,gin2,gig[unit],N
o.6.3,i3,i[oil],N
o.6.4,2(disz),2(disz)[one],NU
o.6.5,gin2,gig[unit],N
o.6.6,naga,naga[potash],N
o.7.1,1(disz),1(disz)[one],NU
o.7.2,sa,sa[bundle],N
o.7.3,szum2,szum[garlic],N
o.8.1,...-KA-x,_[1][-ra],PN.DAT-H
r.1.1,5(disz),5(disz)[one],NU
r.1.2,sila3,sila[unit],N
r.1.3,kasz,kasz[beer],N
r.1.4,3(disz),3(disz)[one],NU
r.1.5,sila3,sila[unit],N
r.1.6,ninda,ninda[bread],N
r.2.1,2(disz),2(disz)[one],NU
r.2.2,gin2,gig[unit],N
r.2.3,i3,i[oil],N
r.2.4,3(disz),3(disz)[one],NU
r.2.5,gin2,gig[unit],N
r.2.6,naga,naga[potash],N
r.3.1,1(disz),1(disz)[one],NU
r.3.2,sa,sa[bundle],N
r.3.3,szum2,szum[garlic],N
r.4.1,du10-ga-mu,Dugamu[1],PN
r.4.2,sukkal,sukkal[secretary][-ra],N.DAT-H
r.4.3,gaba-ta,gaba[frontier]-ta,N.ABL
r.5.1,szunigin,szunigin[total],N
r.5.2,1(ban2),1(ban)[unit],N
r.5.3,1(disz),1(disz)[one],NU
r.5.4,sila3,sila[unit],N
r.5.5,kasz,kasz[beer],N
r.5.6,szunigin,szunigin[total],N
r.5.7,7(disz),7(disz)[one],NU
r.5.8,sila3,sila[unit],N
r.5.9,ninda,ninda[bread],N
r.6.1,szunigin,szunigin[total],N
r.6.2,6(disz),6(disz)[one],NU
r.6.3,gin2,gig[unit],N
r.6.4,i3,i[oil],N
r.6.5,szunigin,szunigin[total],N
r.6.6,7(disz),7(disz)[one],NU
r.6.7,gin2,gig[unit],N
r.6.8,naga,naga[potash],N
r.7.1,szunigin,szunigin[total],N
r.7.2,3(disz),3(disz)[one],NU
r.7.3,sa,sa[bundle],N
r.7.4,szum2,szum[garlic],N
r.8.1,u4,ud[day],N
r.8.2,2(u),2(u)[ten],NU
r.8.3,1(disz)-kam,1(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.8.4,...,_[_],_
r.9.1,mu,mu[year],N
r.9.2,si-ma-num2,Simanum[1][-ø],SN.ABS
r.9.3,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
o.1.1,1(gesz2),1(gesz)[sixty],NU
o.1.2,2(u),2(u)[ten],NU
o.1.3,udu,udu[sheep],N
o.1.4,1(disz),1(disz)[one],NU
o.1.5,1/2(disz),1/2(disz)[one],NU
o.1.6,sila3,sila[unit],N
o.1.7,1(gesz2),1(gesz)[sixty],NU
o.1.8,5(disz),5(disz)[one],NU
o.1.9,udu,udu[sheep],N
o.1.10,1(disz),1(disz)[one],NU
o.1.11,sila3,sila[unit],N
o.1.12,sze-bi,sze[barley]-bi[-ø],N.3-SG-NH-POSS.ABS
o.1.13,3(barig),3(bariga)[unit],N
o.1.14,5(disz),5(disz)[one],NU
o.1.15,sila3,sila[unit][-ø],N.ABS
o.1.16,nig2-kal-la,Nigkala[1][-ra],PN.DAT-H
o.2.1,1(gesz2),1(gesz)[sixty],NU
o.2.2,2(u),2(u)[ten],NU
o.2.3,udu,udu[sheep],N
o.2.4,1(disz),1(disz)[one],NU
o.2.5,1/2(disz),1/2(disz)[one],NU
o.2.6,sila3,sila[unit],N
o.2.7,1(gesz2),1(gesz)[sixty],NU
o.2.8,udu,udu[sheep],N
o.2.9,1(disz),1(disz)[one],NU
o.2.10,sila3,sila[unit],N
o.2.11,sze-bi,sze[barley]-bi[-ø],N.3-SG-NH-POSS.ABS
o.2.12,3(barig),3(bariga)[unit][-ø],N.ABS
o.2.13,lu2-kal-la,Lukala[1][-ra],PN.DAT-H
o.3.1,1(gesz2),1(gesz)[sixty],NU
o.3.2,2(u),2(u)[ten],NU
o.3.3,udu,udu[sheep],N
o.3.4,1(disz),1(disz)[one],NU
o.3.5,1/2(disz),1/2(disz)[one],NU
o.3.6,sila3,sila[unit],N
o.3.7,1(gesz2),1(gesz)[sixty],NU
o.3.8,5(disz),5(disz)[one],NU
o.3.9,udu,udu[sheep],N
o.3.10,1(disz),1(disz)[one],NU
o.3.11,sila3,sila[unit],N
o.3.12,sze-bi,sze[barley]-bi[-ø],N.3-SG-NH-POSS.ABS
o.3.13,3(barig),3(bariga)[unit],N
o.3.14,5(disz),5(disz)[one],NU
o.3.15,sila3,sila[unit][-ø],N.ABS
o.3.16,an-ne2,Anne[1][-ra],PN.DAT-H
o.4.1,1(gesz2),1(gesz)[sixty],NU
o.4.2,2(u),2(u)[ten],NU
o.4.3,udu,udu[sheep],N
o.4.4,1(disz),1(disz)[one],NU
o.4.5,1/2(disz),1/2(disz)[one],NU
o.4.6,sila3,sila[unit],N
o.4.7,1(gesz2),1(gesz)[sixty],NU
o.4.8,2(disz),2(disz)[one],NU
o.4.9,udu,udu[sheep],N
o.4.10,1(disz),1(disz)[one],NU
o.4.11,sila3,sila[unit],N
o.4.12,sze-bi,sze[barley]-bi[-ø],N.3-SG-NH-POSS.ABS
o.4.13,3(barig),3(bariga)[unit],N
o.4.14,2(disz),2(disz)[one],NU
o.4.15,sila3,sila[unit][-ø],N.ABS
r.1.1,lu2-{d}nin-szubur,Luninszubur[1][-ra],PN.DAT-H
r.2.1,1(gesz2),1(gesz)[sixty],NU
r.2.2,2(u),2(u)[ten],NU
r.2.3,9(disz),9(disz)[one],NU
r.2.4,udu,udu[sheep],N
r.2.5,1(disz),1(disz)[one],NU
r.2.6,sila3,sila[unit],N
r.2.7,sze-bi,sze[barley]-bi[-ø],N.3-SG-NH-POSS.ABS
r.2.8,3(barig),3(bariga)[unit],N
r.2.9,3(ban2),3(ban)[unit][-ø],N.ABS
r.2.10,a2-na-mu,Anamu[1][-ra],PN.DAT-H
r.3.1,1(u),1(u)[ten],NU
r.3.2,gu4,gud[ox],N
r.3.3,8(disz),8(disz)[one],NU
r.3.4,sila3,sila[unit],N
r.4.1,9(disz),9(disz)[one],NU
r.4.2,gu4,gud[ox],N
r.4.3,6(disz),6(disz)[one],NU
r.4.4,sila3,sila[unit],N
r.4.5,sze-bi,sze[barley]-bi[-ø],N.3-SG-NH-POSS.ABS
r.4.6,2(barig),2(bariga)[unit],N
r.4.7,1(ban2),1(ban)[unit],N
r.4.8,4(disz),4(disz)[one],NU
r.4.9,sila3,sila[unit],N
r.5.1,5(disz),5(disz)[one],NU
r.5.2,sila3,sila[unit][-ø],N.ABS
r.5.3,szeg9-bar,Szegbar[1][-ra],PN.DAT-H
r.6.1,iti,iti[month],N
r.6.2,ezem-{d}dumu-zi,Ezemdumuzi[1][-'a],MN.L1
r.7.1,u4,ud[day],N
r.7.2,8(disz)-kam,8(disz)[one]-ak-am,NU.GEN.COP-3-SG
a.1.1,bu-ga-ti,Bugati[1],PN
a.2.1,dumu,dumu[child],N
a.2.2,i-di3-{d}iszkur,Idi'iszkur[1],PN
a.3.1,dam-gar3,damgar[merchant][-ak],N.GEN
o.1.1,1(u),1(u)[ten],NU
o.1.2,4(disz),4(disz)[one],NU
o.1.3,gurusz,gurusz[male],N
o.1.4,hun-ga2,hug[hire]-a,NF.V.PT
o.2.1,al,al[hoeing][-sze],N.TERM
o.2.2,6(disz),6(disz)[one],NU
o.2.3,sar-ta,sar[unit]-ta,N.ABL
o.3.1,a-sza3,aszag[field],N
o.3.2,gi-apin-ku5-ra2,Gi'apinkudra[1],FN
o.4.1,szuku,szukur[prebend_land],N
o.4.2,ensi2-ka,ensik[ruler]-ak[-'a],N.GEN.L1
r.1.1,ugula,ugula[overseer],N
r.1.2,szu-ma-am3,Szumam[1],PN
r.2.1,gurum2,gurum[inspection],N
r.2.2,u4,ud[day],N
r.2.3,1(u),1(u)[ten],NU
r.2.4,6(disz)-kam,6(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.3.1,iti,iti[month],N
r.3.2,min3-esz3,Minesz[1][-'a],MN.L1
o.1.1,1(disz),1(disz)[one],NU
o.1.2,2/3(disz),2/3(disz)[one],NU
o.1.3,ma-na,mana[unit],N
o.1.4,8(disz),8(disz)[one],NU
o.1.5,gin2,gig[unit],N
o.1.6,igi-4(disz)-gal2,igi4(disz)[one]gal[fraction],NU
o.1.8,ku3,kug[silver][-ø],N.ABS
o.2.1,ki,ki[place],N
o.2.2,da-da-ga-ta,Dadaga[1][-ak]-ta,PN.GEN.ABL
o.3.1,ur-{d}dumu-zi-da,Urdumuzida[1][-e],PN.ERG
o.4.1,szu,szu[hand][-e],N.L3-NH
o.4.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
o.1.1,1(u),1(u)[ten],NU
o.1.2,ma-na,mana[unit],N
o.1.3,siki,siki[wool],N
o.2.1,1/3(disz){sza},1/3(disz)[one],NU
o.2.2,nagga,anna[tin],N
o.2.3,zabar,zabar[bright][-ø][-ø],NF.V.ABS.ABS
o.3.1,du-du,Dudu[1],PN
r.1.1,lu2-ha-bi2-lum,Luhabilum[1],PN
r.2.1,lugal-iri-da,Lugalirida[1][-e],PN.ERG
r.3.1,szu,szu[hand][-e],N.L3-NH
r.3.2,ba-ti,ba[-n]-teg[accept][-ø][-esz],MID.3-SG-H-A.V.3-SG-P.3-PL
r.4.1,zi-ga,ziga[expenditure],N
o.col1.1.1,1(u),1(u)[ten],NU
o.col1.1.2,gurusz,gurusz[male],N
o.col1.1.3,engar,engar[farmer],N
o.col1.1.4,dumu-ni,dumu[child]-ani,N.3-SG-H-POSS
o.col1.2.1,6(disz),6(disz)[one],NU
o.col1.2.2,ug3,ug[people],N
o.col1.2.3,gurusz,gurusz[male],N
o.col1.3.1,4(disz),4(disz)[one],NU
o.col1.3.2,gurusz,gurusz[male],N
o.col1.3.3,dumu-gi7,dumugi[citizen],N
o.col1.4.1,iti,iti[month],N
o.col1.4.2,1(u),1(u)[ten],NU
o.col1.4.3,3(disz)-sze3,3(disz)[one]-sze,NU.TERM
o.col1.5.1,a2-bi,a[labor]-bi[-ø],N.3-SG-NH-POSS.ABS
o.col1.5.2,u4,ud[day],N
o.col1.5.3,2(szar2),2(szar)[thirty-six_hundred],NU
o.col1.5.4,1(gesz'u),1(gesz'u)[six_hundred],NU
o.col1.5.5,gurusz,gurusz[male][-ø],N.ABS
o.col1.5.6,u4,ud[day],N
o.col1.5.7,1(disz)-sze3,1(disz)[one]-sze,NU.TERM
o.col1.6.1,iti,iti[month],N
o.col1.6.2,sze-sag11-ku5-ta,Szesagku[1]-ta,MN.ABL
o.col1.7.1,iti,iti[month],N
o.col1.7.2,diri-sze3,diri[intercalary_month]-sze,N.TERM
o.col1.8.1,2(u),2(u)[ten],NU
o.col1.8.2,4(asz),4(asz)[one],NU
o.col1.8.3,1(barig),1(bariga)[unit],N
o.col1.8.4,4(ban2),4(ban)[unit],N
o.col1.8.5,la2,la[hang][-ø],NF.V.ABS
o.col1.8.6,1(disz),1(disz)[one],NU
o.col1.8.7,sila3,sila[unit],N
o.col1.8.8,sze,sze[barley],N
o.col1.8.9,gur,gur[unit],N
o.col1.9.1,a2,a[wage],N
o.col1.9.2,6(disz),6(disz)[one],NU
o.col1.9.3,sila3-ta,sila[unit]-ta,N.ABL
o.col1.10.1,a2-bi,a[labor]-bi[-ø],N.3-SG-NH-POSS.ABS
o.col1.10.2,2(gesz'u),2(gesz'u)[six_hundred],NU
o.col1.10.3,1(u),1(u)[ten],NU
o.col1.10.4,6(disz),6(disz)[one],NU
o.col1.10.5,2/3(disz)-kam,2/3(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.col1.11.1,7(asz),7(asz)[one],NU
o.col1.11.2,1(barig),1(bariga)[unit],N
o.col1.11.3,5(ban2),5(ban)[unit],N
o.col1.11.4,4(disz),4(disz)[one],NU
o.col1.11.5,sila3,sila[unit],N
o.col1.11.6,sze,sze[barley],N
o.col1.11.7,gur,gur[unit],N
o.col1.12.1,a2,a[wage],N
o.col1.12.2,5(disz),5(disz)[one],NU
o.col1.12.3,sila3-ta,sila[unit]-ta,N.ABL
o.col1.13.1,a2-bi,a[labor]-bi[-ø],N.3-SG-NH-POSS.ABS
o.col1.13.2,u4,ud[day],N
o.col1.13.3,7(gesz2),7(gesz)[sixty],NU
o.col1.13.4,2(u),2(u)[ten],NU
o.col1.13.5,2(disz),2(disz)[one],NU
o.col1.13.6,5/6(disz)-kam,5/6(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.col1.14.1,giri3,giri[foot],N
o.col1.14.2,lugal-ku3-zu,Lugalkuzu[1][-ak],PN.GEN
o.col1.15.1,2(asz),2(asz)[one],NU
o.col1.15.2,2(barig),2(bariga)[unit],N
o.col1.15.3,sze,sze[barley],N
o.col1.15.4,gur,gur[unit],N
o.col1.16.1,a2,a[wage],N
o.col1.16.2,6(disz),6(disz)[one],NU
o.col1.16.3,sila3-ta,sila[unit]-ta,N.ABL
o.col1.17.1,a2-bi,a[labor]-bi[-ø],N.3-SG-NH-POSS.ABS
o.col1.17.2,u4,ud[day],N
o.col1.17.3,2(gesz2)-kam,2(gesz)[sixty]-ak-am,NU.GEN.COP-3-SG
o.col1.18.1,giri3,giri[foot],N
o.col1.18.2,ur-ab-zu,Urabzu[1],PN
o.col1.18.3,dumu,dumu[child],N
o.col1.18.4,lugal-uszurx(|LAL2.TUG2|),_[1][-ak][-ak],PN.GEN.GEN
o.col1.19.1,9(asz),9(asz)[one],NU
o.col1.19.2,sze,sze[barley],N
o.col1.19.3,gur,gur[unit],N
o.col1.20.1,a2,a[time],N
o.col1.20.2,6(disz),6(disz)[one],NU
o.col1.20.3,sila3-ta,sila[unit]-ta,N.ABL
o.col1.21.1,a2-bi,a[labor]-bi[-ø],N.3-SG-NH-POSS.ABS
o.col1.21.2,u4,ud[day],N
o.col1.21.3,7(gesz2),7(gesz)[sixty],NU
o.col1.21.4,3(u)-kam,3(u)[ten]-ak-am,NU.GEN.COP-3-SG
o.col1.22.1,giri3,giri[foot],N
o.col1.22.2,e2-gal-e-si,Egalesi[1][-ak],PN.GEN
o.col1.23.1,ki,ki[place],N
o.col1.23.2,ARAD2-ta,Arad[1][-ak]-ta,PN.GEN.ABL
o.col1.24.1,3(u),3(u)[ten],NU
o.col1.24.2,sar,sar[unit],N
o.col1.24.3,kin,kig[work],N
o.col1.24.4,szuku-ra,szukur[ration]-ak,N.GEN
o.col1.25.1,a2-bi,a[labor]-bi[-ø],N.3-SG-NH-POSS.ABS
o.col1.25.2,u4,ud[day],N
o.col1.25.3,3(disz)-kam,3(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.col1.26.1,2(szar2),2(szar)[thirty-six_hundred],NU
o.col1.26.2,5(gesz'u),5(gesz'u)[six_hundred],NU
o.col1.26.3,1(u),1(u)[ten],NU
o.col1.26.4,la2,la[hang][-ø],NF.V.ABS
o.col1.26.5,1/2(disz),1/2(disz)[one],NU
o.col1.26.6,gurusz,gurusz[male],N
o.col1.26.7,u4,ud[day],N
o.col1.26.8,1(disz)-sze3,1(disz)[one]-sze,NU.TERM
o.col2.1.1,sag-nig2-gur11-ra-kam,sagnigGArak[available_assets][-ø]-am,N.ABS.COP-3-SG
o.col2.2.1,sza3-bi-ta,szag[heart]-bi-ta,N.3-SG-NH-POSS.ABL
o.col2.3.1,6(gesz2),6(gesz)[sixty],NU
o.col2.3.2,gurusz,gurusz[male],N
o.col2.3.3,u4,ud[day],N
o.col2.3.4,1(disz)-sze3,1(disz)[one]-sze,NU.TERM
o.col2.4.1,sze,sze[unit],N
o.col2.4.2,gurx(|SZE.KIN|)-a,gur[reap]-a,NF.V.PT
o.col2.5.1,giri3,giri[foot],N
o.col2.5.2,a-kal-la,Akala[1][-ak],PN.GEN
o.col2.6.1,3(gesz2),3(gesz)[sixty],NU
o.col2.6.2,3(u),3(u)[ten],NU
o.col2.6.3,6(disz),6(disz)[one],NU
o.col2.6.4,gurusz,gurusz[male],N
o.col2.6.5,u4,ud[day],N
o.col2.6.6,1(disz)-sze3,1(disz)[one]-sze,NU.TERM
o.col2.7.1,zar3,zar[sheaf],N
o.col2.7.2,tab-ba,tab[grasp]-a,NF.V.PT
o.col2.7.3,szu,szu[hand],N
